File,Version,Insertion,Deletion,hCounterV,bugFixCounter,hCounterB4V,devCounter,devCounterB4,avgbtwhDays,avgbtwhDaysPlus,expertiseAvg,expertiseMin,codechangedV,codechangedB4
ql/src/java/org/apache/hadoop/hive/ql/exec/ReduceSinkOperator.java,2.0.1,12,13,3,0,11,3,7,32,19,184,81,1,3
spark-client/src/main/java/org/apache/hive/spark/client/rpc/RpcConfiguration.java,2.0.1,0,0,0,0,1,0,3,0,184,0,0,0,0
spark-client/src/test/java/org/apache/hive/spark/client/rpc/TestRpc.java,2.0.1,0,0,0,0,1,0,0,0,0,0,0,0,0
ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java,2.0.1,519,93,30,0,105,12,27,1,2,78,2,10,37
ql/src/test/org/apache/hadoop/hive/ql/plan/TestViewEntity.java,2.0.1,0,0,0,0,2,0,2,0,23,0,0,0,2
ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java,2.0.1,428,233,24,0,63,10,24,1,3,90,2,3,16
ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java,2.0.1,519,93,30,0,105,12,27,1,2,78,2,10,37
beeline/src/java/org/apache/hive/beeline/BeeLine.java,2.0.1,26,24,6,0,35,6,15,8,6,44,1,2,10
hcatalog/webhcat/svr/src/main/java/org/apache/hive/hcatalog/templeton/SecureProxySupport.java,2.0.1,34,14,2,0,5,2,4,47,87,40,3,1,1
itests/hive-minikdc/src/test/java/org/apache/hive/minikdc/TestJdbcWithMiniKdc.java,2.0.1,6,6,1,0,2,1,3,0,79,34,34,0,0
jdbc/src/java/org/apache/hive/jdbc/HiveConnection.java,2.0.1,99,94,4,0,23,3,13,0,0,0,0,0,0
