File,Version,Insertion,Deletion,hCounterV,bugFixCounter,hCounterB4V,devCounter,devCounterB4,avgbtwhDays,avgbtwhDaysPlus,expertiseAvg,expertiseMin,codechangedV,codechangedB4
shims/0.23/src/main/java/org/apache/hadoop/hive/shims/Hadoop23Shims.java,3.1.3,0,0,0,0,87,0,39,0,11,0,0,0,30
ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java,3.1.3,0,0,0,0,371,0,102,0,3,0,0,0,0
standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/security/TestTokenStoreDelegationTokenSecretManager.java,3.1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFMkCollectionEvaluator.java,3.1.3,0,0,0,0,4,0,4,0,770,0,0,0,1
serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyStruct.java,3.1.3,0,0,0,0,5,0,6,0,568,0,0,0,2
serde/src/test/org/apache/hadoop/hive/serde2/lazy/TestLazyStruct.java,3.1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveDateAddSqlOperator.java,3.1.3,0,0,0,0,3,0,1,0,0,0,0,0,1
ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveDateSubSqlOperator.java,3.1.3,0,0,0,0,2,0,1,0,0,0,0,0,1
ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveFromUnixTimeSqlOperator.java,3.1.3,0,0,0,0,2,0,1,0,0,0,0,0,1
ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveToUnixTimestampSqlOperator.java,3.1.3,0,0,0,0,3,0,1,0,0,0,0,0,1
ql/src/java/org/apache/hadoop/hive/ql/optimizer/MapJoinProcessor.java,3.1.3,0,0,0,0,27,0,17,0,86,0,0,0,5
common/src/java/org/apache/hadoop/hive/conf/HiveConf.java,3.1.3,0,0,0,0,984,0,151,0,1,0,0,0,0
ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java,3.1.3,0,0,0,0,542,0,108,0,2,0,0,0,0
serde/src/java/org/apache/hadoop/hive/serde2/typeinfo/TypeInfoUtils.java,3.1.3,0,0,0,0,20,0,13,0,73,0,0,0,4
serde/src/test/org/apache/hadoop/hive/serde2/typeinfo/TestTypeInfoUtils.java,3.1.3,0,0,0,0,3,0,3,0,369,0,0,0,0
ql/src/java/org/apache/hadoop/hive/ql/exec/tez/CustomPartitionVertex.java,3.1.3,0,0,0,0,16,0,11,0,20,0,0,0,3
ql/src/java/org/apache/hadoop/hive/ql/io/orc/RecordReaderImpl.java,3.1.3,0,0,0,0,75,0,12,0,3,0,0,0,23
ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java,3.1.3,0,0,0,0,542,0,108,0,2,0,0,0,0
ql/src/java/org/apache/hadoop/hive/ql/Context.java,3.1.3,0,0,0,0,72,0,34,0,18,0,0,0,0
ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java,3.1.3,0,0,0,0,371,0,102,0,3,0,0,0,0
ql/src/test/org/apache/hadoop/hive/ql/TestTxnNoBuckets.java,3.1.3,0,0,0,0,41,0,19,0,13,0,0,0,14
ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFTrunc.java,3.1.3,0,0,0,0,13,0,10,0,76,0,0,0,0
itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/txn/compactor/TestCrudCompactorOnTez.java,3.1.3,0,0,0,0,30,0,14,0,26,0,0,0,17
ql/src/java/org/apache/hadoop/hive/ql/exec/DDLPlanUtils.java,3.1.3,0,0,0,0,6,0,4,0,70,0,0,0,0
ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactionQueryBuilder.java,3.1.3,0,0,0,0,7,0,5,0,119,0,0,0,4
standalone-metastore/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java,3.1.3,0,0,0,0,235,0,20,0,2,0,0,0,20
standalone-metastore/src/main/java/org/apache/hadoop/hive/metastore/events/InsertEvent.java,3.1.3,0,0,0,0,13,0,3,0,0,0,0,0,0
