File,Version,Insertion,Deletion,hCounterV,bugFixCounter,hCounterB4V,devCounter,devCounterB4,avgbtwhDays,avgbtwhDaysPlus,expertiseAvg,expertiseMin,codechangedV,codechangedB4
ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFEvaluator.java,2.3.3,0,0,0,0,7,0,7,0,75,0,0,0,0
ql/src/test/org/apache/hadoop/hive/ql/udf/generic/TestGenericUDAFEvaluator.java,2.3.3,0,0,0,0,0,0,0,0,0,0,0,0,0
common/src/java/org/apache/hadoop/hive/conf/HiveConf.java,2.3.3,674,43,32,13,569,12,71,0,1,148,7,3,45
hcatalog/server-extensions/src/main/java/org/apache/hive/hcatalog/listener/DbNotificationListener.java,2.3.3,208,6,5,0,34,3,15,7,15,76,37,2,6
metastore/src/java/org/apache/hadoop/hive/metastore/MetaStoreDirectSql.java,2.3.3,0,0,0,0,53,0,22,0,15,0,0,0,22
metastore/src/java/org/apache/hadoop/hive/metastore/ObjectStore.java,2.3.3,0,0,0,0,109,0,33,0,5,0,0,0,39
metastore/src/java/org/apache/hadoop/hive/metastore/tools/SQLGenerator.java,2.3.3,0,0,0,0,2,0,2,0,25,0,0,0,1
metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java,2.3.3,0,0,0,0,78,0,11,0,7,0,0,0,45
metastore/src/test/org/apache/hadoop/hive/metastore/TestObjectStore.java,2.3.3,0,0,0,0,27,0,14,0,8,0,0,0,9
metastore/src/test/org/apache/hadoop/hive/metastore/txn/TestTxnUtils.java,2.3.3,0,0,0,0,7,0,5,0,74,0,0,0,3
ql/src/java/org/apache/hadoop/hive/ql/exec/Registry.java,2.3.3,20,4,2,0,19,2,13,2,24,14,2,1,4
ql/src/test/org/apache/hadoop/hive/ql/parse/type/TestExprProcessorGetFuncExpr.java,2.3.3,0,0,0,0,0,0,0,0,0,0,0,0,0
ql/src/java/org/apache/hadoop/hive/ql/exec/tez/DynamicValueRegistryTez.java,2.3.3,18,3,2,0,7,1,3,13,21,199,199,1,3
ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java,2.3.3,312,165,12,5,203,9,46,2,3,157,7,4,67
standalone-metastore/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java,2.3.3,1467,904,20,7,208,11,14,0,0,0,0,0,0
