Issue key,Version,
HIVE-22951,4.0.0,
HIVE-22950,4.0.0,
HIVE-22903,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/ptf/VectorPTFOperator.java
HIVE-22898,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcRecordUpdater.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestOrcRecordUpdater.java
HIVE-22880,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/VectorizedOrcAcidRowBatchReader.java
HIVE-22877,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorizationContext.java
HIVE-22853,4.0.0,beeline/src/java/org/apache/hive/beeline/BeeLine.java;beeline/src/java/org/apache/hive/beeline/BeeLineOpts.java
HIVE-22826,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/ddl/table/column/change/AlterTableChangeColumnAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/ddl/table/column/change/AlterTableChangeColumnOperation.java;standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveAlterHandler.java;standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/ObjectStore.java;standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/utils/MetaStoreServerUtils.java;standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/TestHiveMetaStore.java
HIVE-22824,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveProject.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveJoinProjectTransposeRule.java;ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-22739,4.0.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/tools/schematool/SchemaToolTaskUpgrade.java
HIVE-22708,4.0.0,service/src/java/org/apache/hive/service/CookieSigner.java
HIVE-22663,4.0.0,ql/src/test/org/apache/hadoop/hive/metastore/txn/TestTxnHandler.java;standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
HIVE-22636,4.0.0,
HIVE-22555,4.0.0,ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestOrcFile.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestOrcRawRecordMerger.java
HIVE-22546,4.0.0,
HIVE-22544,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/plan/ReduceSinkDesc.java;ql/src/java/org/apache/hadoop/hive/ql/plan/TopNKeyDesc.java
HIVE-22537,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/AcidUtils.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java;ql/src/test/org/apache/hadoop/hive/ql/TestTxnLoadData.java;ql/src/test/org/apache/hadoop/hive/ql/io/TestAcidUtils.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestInputOutputFormat.java
HIVE-22514,4.0.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;ql/src/java/org/apache/hadoop/hive/ql/hooks/HiveProtoLoggingHook.java;ql/src/test/org/apache/hadoop/hive/ql/hooks/TestHiveProtoLoggingHook.java
HIVE-22375,4.0.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-22360,4.0.0,serde/src/java/org/apache/hadoop/hive/serde2/MultiDelimitSerDe.java;serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyStruct.java
HIVE-22351,4.0.0,standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/TestObjectStore.java
HIVE-22336,4.0.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-22317,4.0.0,beeline/src/java/org/apache/hive/beeline/hs2connection/BeelineSiteParser.java;beeline/src/test/org/apache/hive/beeline/hs2connection/TestBeelineSiteParser.java
HIVE-22313,4.0.0,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/conf/MetastoreConf.java
HIVE-22290,4.0.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-22227,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/SharedWorkOptimizer.java
HIVE-22197,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/DummyStoreOperator.java;shims/0.23/src/main/java/org/apache/hadoop/hive/shims/Hadoop23Shims.java
HIVE-22164,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorLimitOperator.java
HIVE-22124,4.0.0,
HIVE-22120,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorLimitOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinOuterGenerateResultOperator.java
HIVE-22110,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ReplDumpTask.java;ql/src/java/org/apache/hadoop/hive/ql/parse/repl/dump/io/FunctionSerializer.java
HIVE-22109,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
HIVE-22107,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveRelDecorrelator.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveSubQueryRemoveRule.java
HIVE-22080,4.0.0,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/ColumnType.java
HIVE-22076,4.0.0,
HIVE-22045,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/plan/FileSinkDesc.java;ql/src/test/org/apache/hadoop/hive/ql/exec/TestFileSinkOperator.java
HIVE-22007,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/jdbc/JDBCProjectPushDownRule.java
HIVE-21992,4.0.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosAcrossInstances.java;ql/src/java/org/apache/hadoop/hive/ql/parse/repl/dump/io/FunctionSerializer.java;ql/src/java/org/apache/hadoop/hive/ql/parse/repl/load/message/CreateFunctionHandler.java
HIVE-21976,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java
HIVE-21970,4.0.0,llap-client/src/java/org/apache/hadoop/hive/llap/registry/impl/LlapRegistryService.java;llap-client/src/java/org/apache/hadoop/hive/llap/registry/impl/LlapZookeeperRegistryImpl.java;llap-client/src/java/org/apache/hadoop/hive/registry/impl/TezAmRegistryImpl.java;llap-client/src/java/org/apache/hadoop/hive/registry/impl/ZkRegistryBase.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDTFGetSplits.java;service/src/java/org/apache/hive/service/server/HS2ActivePassiveHARegistry.java
HIVE-21957,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-21951,4.0.0,
HIVE-21925,4.0.0,jdbc/src/java/org/apache/hive/jdbc/HiveConnection.java;jdbc/src/java/org/apache/hive/jdbc/Utils.java
HIVE-21913,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDTFGetSplits.java
HIVE-21892,4.0.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;service/src/java/org/apache/hive/service/cli/thrift/ThriftHttpServlet.java
HIVE-21880,4.0.0,hcatalog/server-extensions/src/main/java/org/apache/hive/hcatalog/listener/DbNotificationListener.java;itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosAcidTablesBootstrap.java;standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStoreClient.java;standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/MetaStoreDirectSql.java;standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-21879,4.0.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosAcidTablesBootstrap.java
HIVE-21862,4.0.0,llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java;ql/src/java/org/apache/hadoop/hive/ql/io/sarg/ConvertAstToSearchArg.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/FixedBucketPruningOptimizer.java
HIVE-21825,4.0.0,service/src/java/org/apache/hive/service/cli/session/SessionManager.java
HIVE-21811,4.0.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenarios.java;standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveAlterHandler.java
HIVE-21776,4.0.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosAcrossInstances.java;ql/src/java/org/apache/hadoop/hive/ql/parse/repl/dump/events/CreateFunctionHandler.java;ql/src/java/org/apache/hadoop/hive/ql/parse/repl/dump/io/FunctionSerializer.java;ql/src/java/org/apache/hadoop/hive/ql/parse/repl/dump/io/JsonWriter.java;standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/ReplChangeManager.java
HIVE-21750,4.0.0,
HIVE-21730,4.0.0,jdbc/src/java/org/apache/hive/jdbc/HiveStatement.java;service/src/java/org/apache/hive/service/cli/thrift/ThriftCLIService.java
HIVE-21729,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/arrow/Serializer.java;ql/src/test/org/apache/hadoop/hive/ql/io/arrow/TestArrowColumnarBatchSerDe.java
HIVE-21722,4.0.0,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcDriver2.java;ql/src/java/org/apache/hadoop/hive/ql/exec/TaskRunner.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ReplLoadTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ReplStateLogTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/bootstrap/load/LoadFunction.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/incremental/IncrementalLoadTasksBuilder.java
HIVE-21717,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
HIVE-21711,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/plan/FileSinkDesc.java;ql/src/test/org/apache/hadoop/hive/ql/exec/TestFileSinkOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java
HIVE-21706,4.0.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosExternalTables.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ReplDumpTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ReplExternalTables.java
HIVE-21700,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/util/DAGTraversal.java
HIVE-21694,4.0.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/WarehouseInstance.java;ql/src/java/org/apache/hadoop/hive/ql/Driver.java;ql/src/java/org/apache/hadoop/hive/ql/DriverContext.java;ql/src/java/org/apache/hadoop/hive/ql/exec/TaskRunner.java
HIVE-21677,4.0.0,
HIVE-21669,4.0.0,jdbc/src/java/org/apache/hive/jdbc/HiveStatement.java;service/src/java/org/apache/hive/service/cli/thrift/ThriftCLIService.java
HIVE-21654,4.0.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosExternalTables.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ReplExternalTables.java;ql/src/java/org/apache/hadoop/hive/ql/parse/ReplicationSemanticAnalyzer.java
HIVE-21632,4.0.0,
HIVE-21624,4.0.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/TaskExecutorService.java;llap-server/src/java/org/apache/hadoop/hive/llap/metrics/LlapDaemonExecutorMetrics.java
HIVE-21597,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TriggerValidatorRunnable.java;service/src/java/org/apache/hive/service/server/KillQueryImpl.java
HIVE-21594,4.0.0,
HIVE-21591,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezSessionPoolManager.java;service/src/java/org/apache/hive/service/server/HiveServer2.java
HIVE-21582,4.0.0,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/conf/MetastoreConf.java
HIVE-21564,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/LoadSemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-21539,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveRelFieldTrimmer.java
HIVE-21497,4.0.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/MetaStoreDirectSql.java
HIVE-21496,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/stats/StatsUtils.java
HIVE-21482,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/ddl/table/CreateTableDesc.java;ql/src/java/org/apache/hadoop/hive/ql/ddl/table/CreateTableLikeOperation.java;standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/Msck.java
HIVE-21471,4.0.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosExternalTables.java;ql/src/java/org/apache/hadoop/hive/ql/ddl/table/CreateTableOperation.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/util/ReplUtils.java;standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/common/ReplConst.java;standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveAlterHandler.java
HIVE-21450,4.0.0,
HIVE-21446,4.0.0,common/src/java/org/apache/hadoop/hive/common/FileUtils.java;common/src/test/org/apache/hadoop/hive/common/TestFileUtils.java;ql/src/java/org/apache/hadoop/hive/ql/exec/ReplCopyTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ExternalTableCopyTaskBuilder.java;ql/src/java/org/apache/hadoop/hive/ql/parse/repl/CopyUtils.java;ql/src/java/org/apache/hadoop/hive/ql/parse/repl/dump/io/FileOperations.java;ql/src/test/org/apache/hadoop/hive/ql/parse/repl/TestCopyUtils.java;shims/0.23/src/main/java/org/apache/hadoop/hive/shims/Hadoop23Shims.java;shims/common/src/main/java/org/apache/hadoop/hive/shims/HadoopShims.java
HIVE-21437,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/ConstantVectorExpression.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/Vectorizer.java
HIVE-21421,4.0.0,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcDriver2.java;jdbc/src/java/org/apache/hive/jdbc/HiveStatement.java
HIVE-21415,4.0.0,
HIVE-21407,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/read/ParquetRecordReaderWrapper.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/FilterPredicateLeafBuilder.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/LeafFilterFactory.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/ParquetRecordReaderBase.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/read/ParquetFilterPredicateConverter.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/TestParquetRecordReaderWrapper.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/read/TestParquetFilterPredicate.java;ql/src/test/org/apache/hadoop/hive/ql/io/sarg/TestConvertAstToSearchArg.java
HIVE-21403,4.0.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosAcrossInstances.java;itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosExternalTables.java;itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/WarehouseInstance.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/bootstrap/load/LoadDatabase.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/bootstrap/load/table/LoadPartitions.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/bootstrap/load/table/LoadTable.java
HIVE-21402,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Worker.java
HIVE-21400,4.0.0,serde/src/java/org/apache/hadoop/hive/serde2/lazybinary/fast/LazyBinarySerializeWrite.java
HIVE-21391,4.0.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;common/src/java/org/apache/hive/common/util/FixedSizedObjectPool.java;common/src/test/org/apache/hive/common/util/TestFixedSizedObjectPool.java;llap-common/src/java/org/apache/hadoop/hive/llap/LlapUtil.java;llap-server/src/java/org/apache/hadoop/hive/llap/io/api/impl/LlapRecordReader.java;llap-server/src/java/org/apache/hadoop/hive/llap/io/decode/EncodedDataConsumer.java;llap-server/src/test/org/apache/hadoop/hive/llap/io/api/impl/LlapRecordReaderQueueSizeTest.java;storage-api/src/java/org/apache/hadoop/hive/common/Pool.java
HIVE-21390,4.0.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;hcatalog/streaming/src/test/org/apache/hive/hcatalog/streaming/TestStreaming.java;hcatalog/streaming/src/test/org/apache/hive/hcatalog/streaming/mutate/StreamingTestUtils.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestInputOutputFormat.java
HIVE-21387,4.0.0,
HIVE-21344,4.0.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;common/src/java/org/apache/hadoop/hive/ql/log/PerfLogger.java;ql/src/java/org/apache/hadoop/hive/ql/ddl/view/DropMaterializedViewOperation.java;ql/src/java/org/apache/hadoop/hive/ql/ddl/view/MaterializedViewUpdateOperation.java;ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java;ql/src/java/org/apache/hadoop/hive/ql/metadata/HiveMaterializedViewsRegistry.java;ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java;ql/src/java/org/apache/hadoop/hive/ql/parse/DDLSemanticAnalyzer.java;standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
HIVE-21343,4.0.0,
HIVE-21340,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveSemiJoinRule.java
HIVE-21339,4.0.0,llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java;ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java
HIVE-21327,4.0.0,
HIVE-21325,4.0.0,itests/hive-unit-hadoop2/src/test/java/org/apache/hadoop/hive/ql/security/TestStorageBasedMetastoreAuthorizationProviderWithACL.java;itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/security/TestMetastoreAuthorizationProvider.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ExternalTableCopyTaskBuilder.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ReplLoadTask.java;ql/src/java/org/apache/hadoop/hive/ql/security/authorization/StorageBasedAuthorizationProvider.java;standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-21320,4.0.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java;standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/TestFilterHooks.java;standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/TestHmsServerAuthorization.java
HIVE-21307,4.0.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;hcatalog/webhcat/java-client/src/test/java/org/apache/hive/hcatalog/api/TestHCatClient.java;itests/hcatalog-unit/src/test/java/org/apache/hive/hcatalog/api/TestHCatClientNotification.java;itests/hcatalog-unit/src/test/java/org/apache/hive/hcatalog/listener/TestDbNotificationListener.java;itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplAcidTablesWithJsonMessage.java;itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplAcrossInstancesWithJsonMessageFormat.java;itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplIncrementalLoadAcidTablesWithJsonMessage.java;itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplTableMigrationWithJsonFormat.java;itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplWithJsonMessageFormat.java;standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/conf/MetastoreConf.java
HIVE-21306,4.0.0,
HIVE-21301,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java;ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java;ql/src/java/org/apache/hadoop/hive/ql/metadata/formatting/JsonMetaDataFormatter.java;ql/src/java/org/apache/hadoop/hive/ql/metadata/formatting/MetaDataFormatter.java;ql/src/java/org/apache/hadoop/hive/ql/metadata/formatting/TextMetaDataFormatter.java;ql/src/java/org/apache/hadoop/hive/ql/parse/DDLSemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/plan/ShowTablesDesc.java
HIVE-21293,4.0.0,ql/src/test/org/apache/hadoop/hive/ql/parse/TestSQL11ReservedKeyWordsNegative.java
HIVE-21286,4.0.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosExternalTables.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ReplLoadTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ReplLoadWork.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/bootstrap/events/filesystem/BootstrapEventsIterator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/bootstrap/events/filesystem/DatabaseEventsIterator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/bootstrap/events/filesystem/FSTableEvent.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/util/ReplUtils.java
HIVE-21284,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/TaskCompiler.java
HIVE-21281,4.0.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosAcrossInstances.java;itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosExternalTables.java;itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/WarehouseInstance.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/bootstrap/load/table/LoadPartitions.java
HIVE-21269,4.0.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosExternalTables.java;shims/0.23/src/main/java/org/apache/hadoop/hive/shims/Hadoop23Shims.java;shims/0.23/src/main/test/org/apache/hadoop/hive/shims/TestHadoop23Shims.java
HIVE-21261,4.0.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosExternalTables.java;ql/src/java/org/apache/hadoop/hive/ql/parse/ImportSemanticAnalyzer.java
HIVE-21260,4.0.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/WarehouseInstance.java;ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java;ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java;ql/src/java/org/apache/hadoop/hive/ql/parse/ReplicationSpec.java;standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
HIVE-21254,4.0.0,upgrade-acid/pre-upgrade/src/main/java/org/apache/hadoop/hive/upgrade/acid/PreUpgradeTool.java;upgrade-acid/pre-upgrade/src/test/java/org/apache/hadoop/hive/upgrade/acid/TestPreUpgradeTool.java
HIVE-21244,4.0.0,
HIVE-21235,4.0.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapConstants.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapDaemon.java
HIVE-21233,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFValidateAcidSortOrder.java
HIVE-21232,4.0.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/HostAffinitySplitLocationProvider.java;ql/src/test/org/apache/hadoop/hive/ql/exec/tez/TestHostAffinitySplitLocationProvider.java;common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/HostAffinitySplitLocationProvider.java;ql/src/test/org/apache/hadoop/hive/ql/exec/tez/TestHostAffinitySplitLocationProvider.java
HIVE-21227,4.0.0,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStoreClient.java;standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/TestFilterHooks.java
HIVE-21223,4.0.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/cache/CachedStore.java
HIVE-21222,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/VectorizedOrcAcidRowBatchReader.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestInputOutputFormat.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestVectorizedOrcAcidRowBatchReader.java
HIVE-21212,4.0.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapDaemon.java
HIVE-21206,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/ReplCopyTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/Task.java;ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands.java
HIVE-21186,4.0.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosExternalTables.java;ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ReplExternalTables.java
HIVE-21132,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/correlation/ReduceSinkDeDuplication.java
HIVE-21114,4.0.0,ql/src/java/org/apache/hadoop/hive/ql/Driver.java;ql/src/java/org/apache/hadoop/hive/ql/io/AcidUtils.java;ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java;ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DummyTxnManager.java;ql/src/java/org/apache/hadoop/hive/ql/lockmgr/HiveTxnManager.java;ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager.java;ql/src/test/org/apache/hadoop/hive/ql/parse/TestParseUtils.java;standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java;standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/TestHiveMetaStoreTxns.java
HIVE-21103,4.0.0,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/conf/MetastoreConf.java;standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/PartitionManagementTask.java
HIVE-21086,4.0.0,
