Issue key,Version,Priority
HIVE-23265,3.1.2,Critical
HIVE-23178,3.1.2,Major
HIVE-23129,3.1.2,Major
HIVE-23128,3.1.2,Major
HIVE-23088,3.1.2,Major
HIVE-23033,3.1.2,Major
HIVE-22967,3.1.2,Minor
HIVE-22948,3.1.2,Major
HIVE-22905,3.1.2,Major
HIVE-22901,3.1.2,Major
HIVE-22807,3.1.2,Major
HIVE-22712,3.1.2,Major
HIVE-22710,3.1.2,Major
HIVE-22670,3.1.2,Major
HIVE-22601,3.1.2,Major
HIVE-22578,3.1.2,Major
HIVE-22461,3.1.2,Major
HIVE-22453,3.1.2,Minor
HIVE-22410,3.1.2,Major
HIVE-22408,3.1.2,Major
HIVE-22407,3.1.2,Major
HIVE-22393,3.1.2,Major
HIVE-22373,3.1.2,Major
HIVE-22344,3.1.2,Blocker
HIVE-22325,3.1.2,Major
HIVE-22301,3.1.2,Major
HIVE-22268,3.1.2,Major
HIVE-22255,3.1.2,Major
HIVE-22196,3.1.2,Major
HIVE-22190,3.1.2,Major
HIVE-22170,3.1.2,Major
HIVE-22162,3.1.2,Major
HIVE-22161,3.1.2,Major
HIVE-21829,3.1.2,Critical
HIVE-21753,3.1.2,Critical
HIVE-21489,3.1.2,Major
HIVE-18284,3.1.2,Major
HIVE-28360,3.1.3,Major
HIVE-28347,3.1.3,Minor
HIVE-28262,3.1.3,Major
HIVE-27792,3.1.3,Major
HIVE-27658,3.1.3,Major
HIVE-27631,3.1.3,Major
HIVE-27480,3.1.3,Major
HIVE-27439,3.1.3,Minor
HIVE-27357,3.1.3,Major
HIVE-27344,3.1.3,Major
HIVE-27324,3.1.3,Major
HIVE-27268,3.1.3,Minor
HIVE-26863,3.1.3,Major
HIVE-26819,3.1.3,Minor
HIVE-26775,3.1.3,Major
HIVE-26522,3.1.3,Major
HIVE-26396,3.1.3,Blocker
HIVE-26374,3.1.3,Major
HIVE-26197,3.1.3,Major
HIVE-26184,3.1.3,Major
HIVE-24404,3.1.3,Major
HIVE-24316,3.1.3,Major
HIVE-21375,3.1.3,Minor
HIVE-20067,3.1.3,Major
HIVE-20038,3.1.3,Major
HIVE-28515,4.0.0,Major
HIVE-28487,4.0.0,Minor
HIVE-28451,4.0.0,Major
HIVE-28439,4.0.0,Major
HIVE-28426,4.0.0,Minor
HIVE-28366,4.0.0,Major
HIVE-28353,4.0.0,Major
HIVE-28347,4.0.0,Minor
HIVE-28330,4.0.0,Major
HIVE-28285,4.0.0,Major
HIVE-28278,4.0.0,Major
HIVE-28277,4.0.0,Major
HIVE-28266,4.0.0,Major
HIVE-28264,4.0.0,Major
HIVE-28239,4.0.0,Major
HIVE-28207,4.0.0,Major
HIVE-28202,4.0.0,Critical
HIVE-28190,4.0.0,Critical
HIVE-28173,4.0.0,Major
HIVE-28166,4.0.0,Critical
HIVE-28143,4.0.0,Major
HIVE-28123,4.0.0,Major
HIVE-28121,4.0.0,Major
HIVE-28009,4.0.0,Major
HIVE-28006,4.0.0,Major
HIVE-27801,4.0.0,Critical
HIVE-27649,4.0.0,Major
HIVE-27071,4.0.0,Major
HIVE-27063,4.0.0,Major
HIVE-26911,4.0.0,Major
HIVE-26778,4.0.0,Major
HIVE-26767,4.0.0,Minor
HIVE-26508,4.0.0,Major
HIVE-26415,4.0.0,Major
HIVE-26339,4.0.0,Major
HIVE-26268,4.0.0,Trivial
HIVE-26197,4.0.0,Major
HIVE-26158,4.0.0,Major
HIVE-26036,4.0.0,Minor
HIVE-26018,4.0.0,Major
HIVE-26017,4.0.0,Major
HIVE-25986,4.0.0,Major
HIVE-25978,4.0.0,Minor
HIVE-25973,4.0.0,Major
HIVE-25964,4.0.0,Major
HIVE-25957,4.0.0,Major
HIVE-25926,4.0.0,Minor
HIVE-25917,4.0.0,Trivial
HIVE-25914,4.0.0,Minor
HIVE-25912,4.0.0,Major
HIVE-25907,4.0.0,Major
HIVE-25905,4.0.0,Major
HIVE-25853,4.0.0,Major
HIVE-25825,4.0.0,Major
HIVE-25811,4.0.0,Major
HIVE-25803,4.0.0,Critical
HIVE-25802,4.0.0,Major
HIVE-25795,4.0.0,Critical
HIVE-25777,4.0.0,Major
HIVE-25774,4.0.0,Major
HIVE-25766,4.0.0,Major
HIVE-25758,4.0.0,Major
HIVE-25757,4.0.0,Major
HIVE-25749,4.0.0,Major
HIVE-25746,4.0.0,Minor
HIVE-25734,4.0.0,Major
HIVE-25716,4.0.0,Major
HIVE-25675,4.0.0,Major
HIVE-25659,4.0.0,Minor
HIVE-25646,4.0.0,Major
HIVE-25626,4.0.0,Major
HIVE-25621,4.0.0,Major
HIVE-25605,4.0.0,Major
HIVE-25582,4.0.0,Major
HIVE-25577,4.0.0,Minor
HIVE-25570,4.0.0,Major
HIVE-25547,4.0.0,Major
HIVE-25538,4.0.0,Critical
HIVE-25530,4.0.0,Major
HIVE-25408,4.0.0,Major
HIVE-25386,4.0.0,Blocker
HIVE-25384,4.0.0,Major
HIVE-25316,4.0.0,Major
HIVE-25299,4.0.0,Major
HIVE-25268,4.0.0,Major
HIVE-25242,4.0.0,Major
HIVE-25188,4.0.0,Major
HIVE-25163,4.0.0,Major
HIVE-25150,4.0.0,Major
HIVE-25117,4.0.0,Major
HIVE-25009,4.0.0,Major
HIVE-24957,4.0.0,Major
HIVE-24951,4.0.0,Major
HIVE-24944,4.0.0,Major
HIVE-24928,4.0.0,Major
HIVE-24902,4.0.0,Major
HIVE-24898,4.0.0,Major
HIVE-24882,4.0.0,Major
HIVE-24876,4.0.0,Major
HIVE-24851,4.0.0,Major
HIVE-24849,4.0.0,Major
HIVE-24809,4.0.0,Major
HIVE-24803,4.0.0,Major
HIVE-24786,4.0.0,Major
HIVE-24751,4.0.0,Major
HIVE-24691,4.0.0,Minor
HIVE-24606,4.0.0,Major
HIVE-24579,4.0.0,Major
HIVE-24570,4.0.0,Major
HIVE-24550,4.0.0,Major
HIVE-24530,4.0.0,Major
HIVE-24523,4.0.0,Major
HIVE-24514,4.0.0,Major
HIVE-24501,4.0.0,Major
HIVE-24446,4.0.0,Major
HIVE-24345,4.0.0,Major
HIVE-24322,4.0.0,Major
HIVE-24293,4.0.0,Major
HIVE-24256,4.0.0,Major
HIVE-24213,4.0.0,Minor
HIVE-24198,4.0.0,Major
HIVE-24165,4.0.0,Major
HIVE-24147,4.0.0,Major
HIVE-24097,4.0.0,Minor
HIVE-24070,4.0.0,Major
HIVE-24068,4.0.0,Major
HIVE-24030,4.0.0,Major
HIVE-24020,4.0.0,Major
HIVE-23968,4.0.0,Major
HIVE-23962,4.0.0,Major
HIVE-23925,4.0.0,Major
HIVE-23887,4.0.0,Minor
HIVE-23851,4.0.0,Major
HIVE-23763,4.0.0,Major
HIVE-23752,4.0.0,Major
HIVE-23582,4.0.0,Major
HIVE-23580,4.0.0,Major
HIVE-23442,4.0.0,Major
HIVE-23423,4.0.0,Major
HIVE-23408,4.0.0,Major
HIVE-23358,4.0.0,Minor
HIVE-23345,4.0.0,Major
HIVE-23339,4.0.0,Critical
HIVE-22988,4.0.0,Major
HIVE-22982,4.0.0,Major
HIVE-22961,4.0.0,Major
HIVE-22955,4.0.0,Major
HIVE-22951,4.0.0,Major
HIVE-22950,4.0.0,Major
HIVE-22948,4.0.0,Major
HIVE-22903,4.0.0,Major
HIVE-22898,4.0.0,Major
HIVE-22880,4.0.0,Blocker
HIVE-22877,4.0.0,Major
HIVE-22853,4.0.0,Major
HIVE-22826,4.0.0,Major
HIVE-22824,4.0.0,Major
HIVE-22739,4.0.0,Major
HIVE-22708,4.0.0,Major
HIVE-22663,4.0.0,Major
HIVE-22636,4.0.0,Blocker
HIVE-22633,4.0.0,Major
HIVE-22555,4.0.0,Major
HIVE-22546,4.0.0,Major
HIVE-22544,4.0.0,Minor
HIVE-22537,4.0.0,Major
HIVE-22514,4.0.0,Major
HIVE-22407,4.0.0,Major
HIVE-22375,4.0.0,Minor
HIVE-22368,4.0.0,Major
HIVE-22360,4.0.0,Major
HIVE-22351,4.0.0,Major
HIVE-22336,4.0.0,Major
HIVE-22317,4.0.0,Major
HIVE-22313,4.0.0,Major
HIVE-22290,4.0.0,Major
HIVE-22227,4.0.0,Major
HIVE-22208,4.0.0,Critical
HIVE-22197,4.0.0,Major
HIVE-22170,4.0.0,Major
HIVE-22164,4.0.0,Major
HIVE-22161,4.0.0,Major
HIVE-22124,4.0.0,Major
HIVE-22121,4.0.0,Major
HIVE-22120,4.0.0,Major
HIVE-22110,4.0.0,Major
HIVE-22109,4.0.0,Major
HIVE-22107,4.0.0,Major
HIVE-22080,4.0.0,Minor
HIVE-22076,4.0.0,Minor
HIVE-22075,4.0.0,Major
HIVE-22056,4.0.0,Major
HIVE-22045,4.0.0,Major
HIVE-22009,4.0.0,Major
HIVE-22008,4.0.0,Major
HIVE-22007,4.0.0,Major
HIVE-21992,4.0.0,Major
HIVE-21976,4.0.0,Minor
HIVE-21970,4.0.0,Major
HIVE-21957,4.0.0,Major
HIVE-21951,4.0.0,Major
HIVE-21925,4.0.0,Major
HIVE-21913,4.0.0,Major
HIVE-21892,4.0.0,Major
HIVE-21880,4.0.0,Major
HIVE-21879,4.0.0,Major
HIVE-21862,4.0.0,Major
HIVE-21825,4.0.0,Major
HIVE-21811,4.0.0,Major
HIVE-21786,4.0.0,Major
HIVE-21778,4.0.0,Major
HIVE-21776,4.0.0,Major
HIVE-21768,4.0.0,Major
HIVE-21750,4.0.0,Critical
HIVE-21730,4.0.0,Major
HIVE-21729,4.0.0,Major
HIVE-21722,4.0.0,Major
HIVE-21717,4.0.0,Major
HIVE-21711,4.0.0,Major
HIVE-21706,4.0.0,Major
HIVE-21700,4.0.0,Major
HIVE-21694,4.0.0,Major
HIVE-21677,4.0.0,Major
HIVE-21669,4.0.0,Major
HIVE-21654,4.0.0,Major
HIVE-21632,4.0.0,Minor
HIVE-21624,4.0.0,Major
HIVE-21597,4.0.0,Major
HIVE-21594,4.0.0,Minor
HIVE-21591,4.0.0,Major
HIVE-21582,4.0.0,Major
HIVE-21564,4.0.0,Major
HIVE-21539,4.0.0,Major
HIVE-21531,4.0.0,Critical
HIVE-21513,4.0.0,Major
HIVE-21497,4.0.0,Major
HIVE-21496,4.0.0,Major
HIVE-21482,4.0.0,Major
HIVE-21471,4.0.0,Major
HIVE-21460,4.0.0,Blocker
HIVE-21450,4.0.0,Major
HIVE-21446,4.0.0,Major
HIVE-21437,4.0.0,Major
HIVE-21421,4.0.0,Major
HIVE-21415,4.0.0,Major
HIVE-21407,4.0.0,Major
HIVE-21403,4.0.0,Minor
HIVE-21402,4.0.0,Major
HIVE-21400,4.0.0,Major
HIVE-21391,4.0.0,Major
HIVE-21390,4.0.0,Major
HIVE-21387,4.0.0,Critical
HIVE-21344,4.0.0,Major
HIVE-21343,4.0.0,Major
HIVE-21340,4.0.0,Major
HIVE-21339,4.0.0,Major
HIVE-21327,4.0.0,Major
HIVE-21325,4.0.0,Major
HIVE-21320,4.0.0,Major
HIVE-21307,4.0.0,Major
HIVE-21306,4.0.0,Major
HIVE-21301,4.0.0,Major
HIVE-21293,4.0.0,Major
HIVE-21286,4.0.0,Major
HIVE-21284,4.0.0,Major
HIVE-21281,4.0.0,Major
HIVE-21269,4.0.0,Major
HIVE-21261,4.0.0,Major
HIVE-21260,4.0.0,Major
HIVE-21257,4.0.0,Major
HIVE-21254,4.0.0,Major
HIVE-21244,4.0.0,Major
HIVE-21235,4.0.0,Major
HIVE-21233,4.0.0,Trivial
HIVE-21232,4.0.0,Major
HIVE-21227,4.0.0,Major
HIVE-21223,4.0.0,Major
HIVE-21222,4.0.0,Major
HIVE-21212,4.0.0,Major
HIVE-21206,4.0.0,Major
HIVE-21186,4.0.0,Major
HIVE-21132,4.0.0,Major
HIVE-21114,4.0.0,Major
HIVE-21104,4.0.0,Major
HIVE-21103,4.0.0,Critical
HIVE-21086,4.0.0,Major
HIVE-21036,4.0.0,Major
HIVE-21035,4.0.0,Major
HIVE-21022,4.0.0,Major
HIVE-21019,4.0.0,Major
HIVE-20989,4.0.0,Major
HIVE-20988,4.0.0,Major
HIVE-20969,4.0.0,Major
HIVE-20955,4.0.0,Major
HIVE-20953,4.0.0,Major
HIVE-20951,4.0.0,Major
HIVE-20948,4.0.0,Major
HIVE-20926,4.0.0,Major
HIVE-20916,4.0.0,Minor
HIVE-20915,4.0.0,Major
HIVE-20911,4.0.0,Critical
HIVE-20910,4.0.0,Major
HIVE-20905,4.0.0,Major
HIVE-20901,4.0.0,Major
HIVE-20870,4.0.0,Major
HIVE-20842,4.0.0,Major
HIVE-20841,4.0.0,Major
HIVE-20833,4.0.0,Major
HIVE-20817,4.0.0,Major
HIVE-20806,4.0.0,Trivial
HIVE-20805,4.0.0,Major
HIVE-20801,4.0.0,Major
HIVE-20762,4.0.0,Minor
HIVE-20761,4.0.0,Minor
HIVE-20757,4.0.0,Major
HIVE-20742,4.0.0,Major
HIVE-20719,4.0.0,Major
HIVE-20682,4.0.0,Major
HIVE-20680,4.0.0,Major
HIVE-20678,4.0.0,Major
HIVE-20676,4.0.0,Major
HIVE-20656,4.0.0,Major
HIVE-20649,4.0.0,Major
HIVE-20648,4.0.0,Major
HIVE-20636,4.0.0,Major
HIVE-20632,4.0.0,Major
HIVE-20631,4.0.0,Major
HIVE-20629,4.0.0,Major
HIVE-20627,4.0.0,Major
HIVE-20621,4.0.0,Major
HIVE-20612,4.0.0,Major
HIVE-20610,4.0.0,Major
HIVE-20607,4.0.0,Major
HIVE-20601,4.0.0,Major
HIVE-20595,4.0.0,Blocker
HIVE-20583,4.0.0,Major
HIVE-20582,4.0.0,Major
HIVE-20577,4.0.0,Major
HIVE-20563,4.0.0,Major
HIVE-20561,4.0.0,Major
HIVE-20544,4.0.0,Major
HIVE-20542,4.0.0,Minor
HIVE-20541,4.0.0,Major
HIVE-20511,4.0.0,Major
HIVE-20505,4.0.0,Critical
HIVE-20472,4.0.0,Trivial
HIVE-20470,4.0.0,Minor
HIVE-20451,4.0.0,Major
HIVE-20394,4.0.0,Major
HIVE-20385,4.0.0,Minor
HIVE-20361,4.0.0,Minor
HIVE-20347,4.0.0,Major
HIVE-20281,4.0.0,Critical
HIVE-20277,4.0.0,Major
HIVE-20274,4.0.0,Major
HIVE-20258,4.0.0,Minor
HIVE-20226,4.0.0,Major
HIVE-20209,4.0.0,Major
HIVE-20192,4.0.0,Major
HIVE-20179,4.0.0,Major
HIVE-20168,4.0.0,Minor
HIVE-20165,4.0.0,Major
HIVE-20147,4.0.0,Major
HIVE-20129,4.0.0,Major
HIVE-20126,4.0.0,Critical
HIVE-20116,4.0.0,Major
HIVE-20103,4.0.0,Major
HIVE-20101,4.0.0,Major
HIVE-20098,4.0.0,Major
HIVE-20074,4.0.0,Major
HIVE-20066,4.0.0,Major
HIVE-20059,4.0.0,Major
HIVE-20038,4.0.0,Major
HIVE-20028,4.0.0,Major
HIVE-20016,4.0.0,Major
HIVE-20004,4.0.0,Critical
HIVE-19980,4.0.0,Major
HIVE-19964,4.0.0,Major
HIVE-19956,4.0.0,Major
HIVE-19907,4.0.0,Major
HIVE-19903,4.0.0,Major
HIVE-19887,4.0.0,Major
HIVE-19886,4.0.0,Major
HIVE-19877,4.0.0,Major
HIVE-19876,4.0.0,Major
HIVE-19875,4.0.0,Major
HIVE-19873,4.0.0,Major
HIVE-19864,4.0.0,Major
HIVE-19817,4.0.0,Critical
HIVE-19814,4.0.0,Major
HIVE-19794,4.0.0,Major
HIVE-19792,4.0.0,Major
HIVE-19773,4.0.0,Critical
HIVE-19772,4.0.0,Critical
HIVE-19726,4.0.0,Major
HIVE-19701,4.0.0,Major
HIVE-19664,4.0.0,Major
HIVE-18871,4.0.0,Major
HIVE-18767,4.0.0,Major
HIVE-18284,4.0.0,Major
HIVE-15406,4.0.0,Critical
HIVE-15190,4.0.0,Critical
