Bug,FileName,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential,File_method,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,CountPathMin,CountPathMean,CountPathMax,MaxNestingMin,MaxNestingMean,MaxNestingMax,File_class,CountClassBase_class,CountClassCoupled_class,CountClassDerived_class,MaxInheritanceTree_class,PercentLackOfCohesion_class,Insertion,Deletion,hCounterV,bugFixCounter,hCounterB4V,devCounter,devCounterB4,avgbtwhDays,avgbtwhDaysPlus,expertiseAvg,expertiseMin,codechangedV,codechangedB4
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/AccumuloConnectionParameters.java,9.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,9.0,17.0,,,,17.0,17.0,2.0,,,,17.0,,,3.0,,0.0,0.0,14.0,,230.0,39.0,142.0,56.0,78.0,49.0,,,,,,75.0,105.0,56.0,,61.0,,,,,,,4.0,4.0,4.0,4.0,1.0,,0.0,2.0,,0.0,,0.35,29.0,29.0,30.0,30.0,17.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/AccumuloConnectionParameters.java,1.0,5.5625,15.0,1.0,3.5625,6.0,1.0,2.125,6.0,0.0,0.4375,2.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/AccumuloConnectionParameters.java,1.0,18.0,1.0,1.0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/AccumuloHiveConstants.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,11.0,0.0,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,,42.0,7.0,14.0,13.0,10.0,21.0,,,,,,9.0,10.0,10.0,,5.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/AccumuloHiveConstants.java,1.0,2.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/AccumuloHiveRow.java,8.0,0.0,8.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,21.0,,,,21.0,21.0,5.0,,,,21.0,,,0.0,,0.0,0.0,21.0,,247.0,36.0,185.0,63.0,97.0,26.0,,,,,,93.0,143.0,62.0,,93.0,,,,,,,10.0,10.0,10.0,10.0,10.0,,0.0,3.0,,0.0,,0.14,44.0,44.0,46.0,46.0,38.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/AccumuloHiveRow.java,1.0,4.777777777777778,10.0,1.0,2.9444444444444446,10.0,1.0,2.9444444444444446,19.0,0.0,0.7777777777777778,3.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/AccumuloHiveRow.java,3.0,17.0,0.0,1.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/AccumuloStorageHandler.java,15.0,1.0,12.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,21.0,,,,21.0,21.0,4.0,,,,21.0,,,0.0,,0.0,3.0,18.0,,408.0,54.0,305.0,125.0,154.0,49.0,,,,,,142.0,196.0,100.0,,121.0,,,,,,,9.0,9.0,9.0,9.0,4.0,,0.0,4.0,,0.0,,0.16,57.0,57.0,58.0,58.0,26.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/AccumuloStorageHandler.java,0.0,4.666666666666667,14.0,0.0,3.952380952380953,17.0,1.0,5.571428571428571,28.0,0.0,0.7619047619047619,4.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/AccumuloStorageHandler.java,3.0,54.0,0.0,2.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/HiveAccumuloHelper.java,29.0,2.0,14.0,14.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,17.0,8.0,,,,8.0,8.0,0.0,,,,8.0,,,1.0,,0.0,0.0,7.0,,315.0,29.0,149.0,83.0,91.0,137.0,,,,,,85.0,105.0,68.0,,60.0,,,,,,,5.0,5.0,6.0,6.0,3.0,,0.0,2.0,,0.0,,0.92,20.0,20.0,21.0,21.0,10.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/HiveAccumuloHelper.java,6.0,8.875,13.0,2.0,4.875,7.0,1.0,2.75,6.0,0.0,1.125,2.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/HiveAccumuloHelper.java,1.0,27.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/LazyAccumuloMap.java,17.0,2.0,12.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,6.0,,,,6.0,6.0,2.0,,,,6.0,,,0.0,,0.0,1.0,5.0,,155.0,25.0,95.0,42.0,49.0,35.0,,,,,,53.0,72.0,39.0,,44.0,,,,,,,6.0,6.0,7.0,7.0,4.0,,0.0,2.0,,0.0,,0.37,17.0,17.0,19.0,19.0,11.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/LazyAccumuloMap.java,1.0,5.8,10.0,3.0,9.6,29.0,1.0,5.0,10.0,0.0,1.2,2.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/LazyAccumuloMap.java,1.0,16.0,0.0,4.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/LazyAccumuloRow.java,14.0,1.0,12.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,7.0,,,,7.0,7.0,4.0,,,,7.0,,,0.0,,2.0,1.0,4.0,,158.0,18.0,113.0,46.0,58.0,27.0,,,,,,64.0,84.0,43.0,,47.0,,,,,,,6.0,6.0,7.0,7.0,3.0,,0.0,2.0,,0.0,,0.24,19.0,19.0,20.0,20.0,9.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/LazyAccumuloRow.java,3.0,5.833333333333333,8.0,4.0,8.0,19.0,1.0,3.6666666666666665,8.0,0.0,1.0,2.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/LazyAccumuloRow.java,1.0,23.0,0.0,4.0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/Utils.java,29.0,1.0,20.0,8.0,4.0,4.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,10.0,1.0,10.0,,,,10.0,0.0,0.0,,,,10.0,,,0.0,,7.0,0.0,3.0,,354.0,24.0,233.0,87.0,146.0,97.0,,,,,,144.0,186.0,86.0,,137.0,,,,,,,8.0,8.0,8.0,8.0,6.0,,0.0,5.0,,0.0,,0.42,43.0,43.0,46.0,46.0,21.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/Utils.java,3.0,4.5,6.0,5.0,10.3,23.0,2.0,6.1,18.0,1.0,2.3,5.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/Utils.java,1.0,37.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/ColumnEncoding.java,8.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,10.0,2.0,15.0,,,,13.0,5.0,4.0,,,,15.0,,,0.0,,1.0,0.0,14.0,,179.0,36.0,99.0,34.0,52.0,44.0,,,,,,47.0,68.0,30.0,,46.0,,,,,,,3.0,3.0,4.0,4.0,3.0,,0.0,1.0,,0.0,,0.44,21.0,21.0,25.0,25.0,15.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/ColumnEncoding.java,2.0,5.833333333333333,13.0,1.0,2.9166666666666665,5.0,1.0,1.6666666666666667,3.0,0.0,0.5833333333333334,1.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/ColumnMapper.java,13.0,1.0,10.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,10.0,,,,10.0,10.0,4.0,,,,10.0,,,0.0,,0.0,0.0,10.0,,182.0,28.0,119.0,38.0,69.0,35.0,,,,,,60.0,84.0,36.0,,53.0,,,,,,,7.0,7.0,8.0,8.0,3.0,,0.0,3.0,,0.0,,0.29,23.0,23.0,25.0,25.0,12.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/ColumnMapper.java,3.0,6.0,18.0,1.0,3.0,7.0,1.0,2.111111111111111,9.0,0.0,0.4444444444444444,2.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/ColumnMapper.java,1.0,20.0,0.0,1.0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/ColumnMapping.java,8.0,0.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,6.0,,,,6.0,6.0,4.0,,,,6.0,,,0.0,,0.0,2.0,4.0,,95.0,15.0,43.0,16.0,20.0,37.0,,,,,,27.0,34.0,14.0,,20.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,0.86,6.0,6.0,6.0,6.0,6.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/ColumnMapping.java,3.0,5.75,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/ColumnMapping.java,1.0,4.0,3.0,1.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/ColumnMappingFactory.java,36.0,5.0,25.0,6.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,4.0,1.0,4.0,,,,4.0,0.0,0.0,,,,4.0,,,0.0,,0.0,0.0,4.0,,181.0,28.0,112.0,29.0,75.0,41.0,,,,,,48.0,69.0,25.0,,54.0,,,,,,,8.0,8.0,8.0,8.0,6.0,,0.0,4.0,,0.0,,0.37,20.0,20.0,20.0,20.0,14.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/ColumnMappingFactory.java,4.0,10.5,19.0,4.0,10.75,23.0,1.0,16.25,52.0,0.0,2.25,4.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/ColumnMappingFactory.java,1.0,15.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/HiveAccumuloColumnMapping.java,7.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,7.0,,,,7.0,7.0,4.0,,,,7.0,,,0.0,,0.0,0.0,7.0,,93.0,14.0,48.0,20.0,19.0,31.0,,,,,,22.0,33.0,17.0,,18.0,,,,,,,2.0,2.0,2.0,2.0,1.0,,0.0,1.0,,0.0,,0.65,10.0,10.0,10.0,10.0,7.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/HiveAccumuloColumnMapping.java,3.0,5.166666666666667,7.0,1.0,2.333333333333333,3.0,1.0,1.5,2.0,0.0,0.5,1.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/HiveAccumuloColumnMapping.java,1.0,9.0,0.0,2.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/HiveAccumuloMapColumnMapping.java,7.0,0.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,8.0,,,,8.0,8.0,4.0,,,,8.0,,,0.0,,0.0,0.0,8.0,,99.0,15.0,53.0,22.0,23.0,31.0,,,,,,23.0,33.0,17.0,,17.0,,,,,,,3.0,3.0,5.0,5.0,1.0,,0.0,1.0,,0.0,,0.58,11.0,11.0,14.0,14.0,8.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/HiveAccumuloMapColumnMapping.java,4.0,5.428571428571429,8.0,1.0,1.7142857142857142,3.0,1.0,1.1428571428571428,2.0,0.0,0.1428571428571428,1.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/HiveAccumuloMapColumnMapping.java,1.0,6.0,0.0,2.0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/HiveAccumuloRowIdColumnMapping.java,6.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,,,,2.0,2.0,0.0,,,,2.0,,,0.0,,0.0,0.0,2.0,,43.0,6.0,16.0,9.0,4.0,21.0,,,,,,7.0,10.0,7.0,,3.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,1.31,2.0,2.0,2.0,2.0,2.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/HiveAccumuloRowIdColumnMapping.java,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/HiveAccumuloRowIdColumnMapping.java,1.0,5.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/HiveColumn.java,6.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,3.0,,,,3.0,3.0,2.0,,,,3.0,,,0.0,,0.0,0.0,3.0,,55.0,9.0,19.0,9.0,6.0,27.0,,,,,,11.0,15.0,9.0,,6.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,1.42,3.0,3.0,3.0,3.0,3.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/HiveColumn.java,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/HiveColumn.java,1.0,3.0,0.0,1.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/InvalidColumnMappingException.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,4.0,,,,4.0,4.0,0.0,,,,4.0,,,0.0,,0.0,0.0,4.0,,41.0,6.0,16.0,7.0,5.0,19.0,,,,,,6.0,11.0,7.0,,4.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,1.19,4.0,4.0,4.0,4.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/columns/InvalidColumnMappingException.java,1.0,2.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/mr/HiveAccumuloRecordReader.java,8.0,0.0,8.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,8.0,,,,8.0,8.0,2.0,,,,8.0,,,0.0,,1.0,0.0,7.0,,122.0,14.0,87.0,48.0,36.0,25.0,,,,,,50.0,64.0,40.0,,34.0,,,,,,,5.0,5.0,5.0,5.0,1.0,,0.0,3.0,,0.0,,0.29,13.0,13.0,13.0,13.0,8.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/mr/HiveAccumuloRecordReader.java,0.0,1.2857142857142858,4.0,1.0,4.571428571428571,17.0,1.0,2.0,7.0,0.0,0.5714285714285714,3.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/mr/HiveAccumuloRecordReader.java,2.0,13.0,0.0,1.0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/mr/HiveAccumuloSplit.java,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,8.0,,,,8.0,8.0,1.0,,,,8.0,,,0.0,,0.0,0.0,8.0,,94.0,13.0,55.0,29.0,18.0,26.0,,,,,,29.0,39.0,24.0,,16.0,,,,,,,2.0,2.0,2.0,2.0,1.0,,0.0,1.0,,0.0,,0.47,9.0,9.0,9.0,9.0,8.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/mr/HiveAccumuloSplit.java,1.0,2.0,3.0,1.0,1.6666666666666667,4.0,1.0,1.1666666666666667,2.0,0.0,0.1666666666666666,1.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/mr/HiveAccumuloSplit.java,2.0,10.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/mr/HiveAccumuloTableInputFormat.java,30.0,3.0,20.0,7.0,5.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,15.0,,,,15.0,15.0,3.0,,,,15.0,,,0.0,,0.0,13.0,2.0,,562.0,72.0,362.0,137.0,216.0,128.0,,,,,,199.0,256.0,126.0,,163.0,,,,,,,12.0,12.0,12.0,12.0,8.0,,0.0,3.0,,0.0,,0.35,68.0,68.0,73.0,73.0,30.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/mr/HiveAccumuloTableInputFormat.java,3.0,8.466666666666667,18.0,1.0,6.933333333333334,29.0,1.0,30.933333333333334,147.0,0.0,1.3333333333333333,3.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/mr/HiveAccumuloTableInputFormat.java,2.0,62.0,0.0,1.0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/mr/HiveAccumuloTableOutputFormat.java,12.0,1.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,11.0,,,,11.0,11.0,1.0,,,,11.0,,,4.0,,0.0,5.0,2.0,,190.0,29.0,120.0,45.0,60.0,41.0,,,,,,57.0,79.0,40.0,,46.0,,,,,,,7.0,7.0,7.0,7.0,1.0,,0.0,5.0,,0.0,,0.34,21.0,21.0,21.0,21.0,11.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/mr/HiveAccumuloTableOutputFormat.java,2.0,5.181818181818182,10.0,1.0,4.090909090909091,24.0,1.0,2.272727272727273,11.0,0.0,0.8181818181818182,5.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/mr/HiveAccumuloTableOutputFormat.java,1.0,20.0,0.0,2.0,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/package-info.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,,4.0,0.0,1.0,1.0,0.0,3.0,,,,,,1.0,1.0,1.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/predicate/AccumuloPredicateHandler.java,19.0,2.0,13.0,5.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,6.0,16.0,,,,16.0,15.0,0.0,,,,16.0,,,0.0,,2.0,1.0,13.0,,426.0,50.0,277.0,128.0,161.0,99.0,,,,,,168.0,213.0,118.0,,132.0,,,,,,,7.0,7.0,9.0,9.0,6.0,,0.0,2.0,,0.0,,0.36,46.0,46.0,48.0,48.0,27.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/predicate/AccumuloPredicateHandler.java,2.0,7.266666666666667,20.0,1.0,7.2,17.0,1.0,4.533333333333333,25.0,0.0,0.9333333333333332,2.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/predicate/AccumuloPredicateHandler.java,1.0,69.0,0.0,1.0,89.0,5,4,2,0,2,3,3,192,192,184,78,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/predicate/AccumuloRangeGenerator.java,29.0,3.0,22.0,6.0,6.0,6.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,9.0,,,,9.0,9.0,3.0,,,,9.0,,,0.0,,0.0,7.0,2.0,,338.0,36.0,237.0,75.0,140.0,75.0,,,,,,119.0,179.0,75.0,,113.0,,,,,,,14.0,13.0,15.0,14.0,6.0,,0.0,6.0,,0.0,,0.32,54.0,53.0,55.0,54.0,31.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/predicate/AccumuloRangeGenerator.java,2.0,4.125,9.0,2.0,6.25,13.0,1.0,28.625,156.0,0.0,1.875,6.0,/home/nicolas-richard/Desktop/.Apache_Hive/accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/predicate/AccumuloRangeGenerator.java,2.0,37.0,0.0,1.0,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0
