Bug,FileName,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential,File_method,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,CountPathMin,CountPathMean,CountPathMax,MaxNestingMin,MaxNestingMean,MaxNestingMax,File_class,CountClassBase_class,CountClassCoupled_class,CountClassDerived_class,MaxInheritanceTree_class,PercentLackOfCohesion_class,Insertion,Deletion,hCounterV,bugFixCounter,hCounterB4V,devCounter,devCounterB4,avgbtwhDays,avgbtwhDaysPlus,expertiseAvg,expertiseMin,codechangedV,codechangedB4
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/DropTableEvent.java,6.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,3.0,,,,3.0,3.0,2.0,,,,3.0,,,0.0,,0.0,0.0,3.0,,50.0,7.0,18.0,9.0,5.0,25.0,,,,,,10.0,14.0,9.0,,5.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,1.39,3.0,3.0,3.0,3.0,3.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/DropTableEvent.java,1.0,2.5,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/DropTableEvent.java,1.0,2.0,0.0,2.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/EventCleanerTask.java,9.0,1.0,8.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,2.0,,,,2.0,2.0,1.0,,,,2.0,,,0.0,,0.0,0.0,2.0,,52.0,9.0,26.0,14.0,10.0,17.0,,,,,,14.0,19.0,13.0,,9.0,,,,,,,3.0,3.0,3.0,3.0,1.0,,0.0,2.0,,0.0,,0.65,4.0,4.0,4.0,4.0,2.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/EventCleanerTask.java,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/EventCleanerTask.java,1.0,6.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/InsertEvent.java,9.0,0.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,5.0,,,,5.0,5.0,4.0,,,,5.0,,,0.0,,0.0,0.0,5.0,,87.0,9.0,41.0,21.0,13.0,37.0,,,,,,26.0,34.0,21.0,,14.0,,,,,,,3.0,3.0,3.0,3.0,1.0,,0.0,2.0,,0.0,,0.9,7.0,7.0,7.0,7.0,5.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/InsertEvent.java,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/InsertEvent.java,1.0,8.0,0.0,2.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/ListenerEvent.java,5.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,5.0,,,,5.0,5.0,3.0,,,,5.0,,,0.0,,0.0,0.0,5.0,,69.0,11.0,25.0,12.0,8.0,33.0,,,,,,13.0,19.0,12.0,,7.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,1.32,5.0,5.0,5.0,5.0,5.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/ListenerEvent.java,2.0,7.5,12.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/ListenerEvent.java,1.0,2.0,14.0,1.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/LoadPartitionDoneEvent.java,6.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,3.0,,,,3.0,3.0,2.0,,,,3.0,,,0.0,,0.0,0.0,3.0,,53.0,10.0,20.0,11.0,5.0,23.0,,,,,,11.0,15.0,10.0,,5.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,1.15,3.0,3.0,3.0,3.0,3.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/LoadPartitionDoneEvent.java,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/LoadPartitionDoneEvent.java,1.0,3.0,0.0,2.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreAddIndexEvent.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,,,,2.0,2.0,1.0,,,,2.0,,,0.0,,0.0,0.0,2.0,,37.0,7.0,13.0,7.0,3.0,17.0,,,,,,7.0,10.0,7.0,,3.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,1.31,2.0,2.0,2.0,2.0,2.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreAddIndexEvent.java,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreAddIndexEvent.java,1.0,3.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreAddPartitionEvent.java,6.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,6.0,,,,6.0,6.0,3.0,,,,6.0,,,0.0,,0.0,0.0,6.0,,75.0,11.0,35.0,18.0,10.0,29.0,,,,,,21.0,28.0,18.0,,10.0,,,,,,,2.0,2.0,2.0,2.0,1.0,,0.0,0.0,,0.0,,0.83,7.0,7.0,7.0,7.0,6.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreAddPartitionEvent.java,1.0,1.6666666666666667,3.0,1.0,1.3333333333333333,2.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreAddPartitionEvent.java,1.0,8.0,0.0,2.0,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreAlterIndexEvent.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,3.0,,,,3.0,3.0,2.0,,,,3.0,,,0.0,,0.0,0.0,3.0,,43.0,8.0,18.0,9.0,5.0,17.0,,,,,,10.0,14.0,9.0,,5.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,0.94,3.0,3.0,3.0,3.0,3.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreAlterIndexEvent.java,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreAlterIndexEvent.java,1.0,3.0,0.0,2.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreAlterPartitionEvent.java,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,5.0,,,,5.0,5.0,4.0,,,,5.0,,,0.0,,0.0,0.0,5.0,,61.0,10.0,30.0,15.0,9.0,21.0,,,,,,17.0,23.0,14.0,,9.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,0.7,5.0,5.0,5.0,5.0,5.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreAlterPartitionEvent.java,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreAlterPartitionEvent.java,1.0,5.0,0.0,2.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreAlterTableEvent.java,6.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,3.0,,,,3.0,3.0,2.0,,,,3.0,,,0.0,,0.0,0.0,3.0,,49.0,8.0,18.0,9.0,5.0,23.0,,,,,,10.0,14.0,9.0,,5.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,1.28,3.0,3.0,3.0,3.0,3.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreAlterTableEvent.java,2.0,2.5,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreAlterTableEvent.java,1.0,3.0,0.0,2.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreAuthorizationCallEvent.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,,,1.0,1.0,0.0,,,,1.0,,,0.0,,0.0,0.0,1.0,,29.0,5.0,7.0,4.0,1.0,17.0,,,,,,3.0,5.0,4.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,2.43,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreAuthorizationCallEvent.java,1.0,2.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreCreateDatabaseEvent.java,5.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,,,,2.0,2.0,1.0,,,,2.0,,,0.0,,0.0,0.0,2.0,,39.0,6.0,13.0,7.0,3.0,20.0,,,,,,7.0,10.0,7.0,,3.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,1.54,2.0,2.0,2.0,2.0,2.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreCreateDatabaseEvent.java,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreCreateDatabaseEvent.java,1.0,3.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreCreateTableEvent.java,5.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,,,,2.0,2.0,1.0,,,,2.0,,,0.0,,0.0,0.0,2.0,,39.0,6.0,13.0,7.0,3.0,20.0,,,,,,7.0,10.0,7.0,,3.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,1.54,2.0,2.0,2.0,2.0,2.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreCreateTableEvent.java,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreCreateTableEvent.java,1.0,3.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreDropDatabaseEvent.java,5.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,,,,2.0,2.0,1.0,,,,2.0,,,0.0,,0.0,0.0,2.0,,39.0,6.0,13.0,7.0,3.0,20.0,,,,,,7.0,10.0,7.0,,3.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,1.54,2.0,2.0,2.0,2.0,2.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreDropDatabaseEvent.java,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreDropDatabaseEvent.java,1.0,3.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreDropIndexEvent.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,,,,2.0,2.0,1.0,,,,2.0,,,0.0,,0.0,0.0,2.0,,36.0,6.0,13.0,7.0,3.0,17.0,,,,,,7.0,10.0,7.0,,3.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,1.31,2.0,2.0,2.0,2.0,2.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreDropIndexEvent.java,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreDropIndexEvent.java,1.0,3.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreDropPartitionEvent.java,7.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,4.0,,,,4.0,4.0,3.0,,,,4.0,,,0.0,,0.0,0.0,4.0,,63.0,10.0,27.0,15.0,7.0,26.0,,,,,,16.0,21.0,14.0,,7.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,0.96,4.0,4.0,4.0,4.0,4.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreDropPartitionEvent.java,1.0,3.0,4.0,1.0,1.3333333333333333,2.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreDropPartitionEvent.java,1.0,7.0,0.0,2.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreDropTableEvent.java,6.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,3.0,,,,3.0,3.0,2.0,,,,3.0,,,0.0,,0.0,0.0,3.0,,51.0,8.0,18.0,9.0,5.0,25.0,,,,,,10.0,14.0,9.0,,5.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,1.39,3.0,3.0,3.0,3.0,3.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreDropTableEvent.java,1.0,2.5,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreDropTableEvent.java,1.0,3.0,0.0,2.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreEventContext.java,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,5.0,,,,3.0,5.0,17.0,,,,5.0,,,0.0,,0.0,0.0,5.0,,70.0,11.0,33.0,24.0,4.0,26.0,,,,,,8.0,13.0,9.0,,4.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,0.79,3.0,3.0,3.0,3.0,3.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreEventContext.java,3.0,3.5,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreEventContext.java,1.0,2.0,15.0,1.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreLoadPartitionDoneEvent.java,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,4.0,,,,4.0,4.0,3.0,,,,4.0,,,0.0,,0.0,0.0,4.0,,54.0,10.0,24.0,12.0,7.0,20.0,,,,,,13.0,18.0,11.0,,7.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,0.83,4.0,4.0,4.0,4.0,4.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreLoadPartitionDoneEvent.java,1.0,1.6666666666666667,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreLoadPartitionDoneEvent.java,1.0,4.0,0.0,2.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreReadDatabaseEvent.java,5.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,,,,2.0,2.0,1.0,,,,2.0,,,0.0,,0.0,0.0,2.0,,42.0,6.0,13.0,7.0,3.0,23.0,,,,,,7.0,10.0,7.0,,3.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,1.77,2.0,2.0,2.0,2.0,2.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreReadDatabaseEvent.java,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreReadDatabaseEvent.java,1.0,3.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreReadTableEvent.java,5.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,,,,2.0,2.0,1.0,,,,2.0,,,0.0,,0.0,0.0,2.0,,43.0,7.0,13.0,7.0,3.0,23.0,,,,,,7.0,10.0,7.0,,3.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,1.77,2.0,2.0,2.0,2.0,2.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreReadTableEvent.java,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/events/PreReadTableEvent.java,1.0,3.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/filemeta/OrcFileMetadataHandler.java,12.0,0.0,11.0,1.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,,,,2.0,2.0,0.0,,,,2.0,,,0.0,,0.0,1.0,1.0,,55.0,6.0,30.0,15.0,11.0,19.0,,,,,,17.0,24.0,13.0,,13.0,,,,,,,5.0,5.0,5.0,5.0,3.0,,0.0,2.0,,0.0,,0.63,6.0,6.0,6.0,6.0,4.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/filemeta/OrcFileMetadataHandler.java,1.0,3.5,6.0,1.0,5.0,9.0,1.0,5.5,10.0,0.0,1.0,2.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/filemeta/OrcFileMetadataHandler.java,1.0,9.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/hbase/AggrStatsInvalidatorFilter.java,14.0,0.0,12.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,5.0,,,,5.0,4.0,4.0,,,,5.0,,,1.0,,0.0,0.0,4.0,,121.0,8.0,79.0,31.0,38.0,34.0,,,,,,34.0,49.0,27.0,,24.0,,,,,,,8.0,8.0,9.0,9.0,7.0,,0.0,5.0,,0.0,,0.43,13.0,13.0,14.0,14.0,11.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/hbase/AggrStatsInvalidatorFilter.java,0.0,3.5,9.0,1.0,7.25,18.0,1.0,3.25,9.0,0.0,1.5,5.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/hbase/AggrStatsInvalidatorFilter.java,1.0,20.0,0.0,2.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/hbase/Counter.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,5.0,,,,5.0,5.0,2.0,,,,5.0,,,5.0,,0.0,0.0,0.0,,53.0,8.0,24.0,11.0,8.0,21.0,,,,,,12.0,18.0,11.0,,8.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,0.88,5.0,5.0,5.0,5.0,5.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/hbase/Counter.java,2.0,6.0,10.0,1.0,1.5,3.0,1.0,1.0,1.0,0.0,0.0,0.0,/home/nicolas-richard/Desktop/.Apache_Hive/metastore/src/java/org/apache/hadoop/hive/metastore/hbase/Counter.java,1.0,3.0,0.0,1.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0
